imsi,longitude,latitude,newPlot,date_time,cluster
460000095005571676,123.4117813,41.80295181,349,1538505018805,1
460000095005571676,123.41667179999999,41.8102417,13,1538505500935,1
460000095005571676,123.415947,41.82638931,85,1538505985496,1
460000095005571676,123.415947,41.82638931,85,1538506011175,1
460000095005571676,123.415947,41.82638931,85,1538506029891,1
460000095005571676,123.41683959999999,41.82715988,65,1538506067320,1
460000095005571676,123.41816709999999,41.81634903,661,1538506115115,1
460000095005571676,123.41816709999999,41.81634903,661,1538506291677,1
460000095005571676,123.41816709999999,41.81634903,661,1538506314642,1
460000095005571676,123.41438290000002,41.81169891,62,1538506598569,1
460000095005571676,123.41438290000002,41.81169891,62,1538506674165,1
460000095005571676,123.41438290000002,41.81169891,62,1538507289533,1
460000095005571676,123.41438290000002,41.81169891,62,1538507453101,1
460000095005571676,123.41438290000002,41.81169891,62,1538507932163,1
460000095005571676,123.41438290000002,41.81169891,62,1538507954880,1
460000095005571676,123.4207916,41.81219864,332,1538508201117,1
460000095005571676,123.41438290000002,41.81169891,62,1538508303970,1
460000095005571676,123.41438290000002,41.81169891,62,1538508483676,1
460000095005571676,123.41816709999999,41.81634903,661,1538508720540,1
460000095005571676,123.41816709999999,41.81634903,661,1538508777109,1
460000095005571676,123.41816709999999,41.81634903,661,1538508796444,1
460000095005571676,123.41816709999999,41.81634903,661,1538508815451,1
460000095005571676,123.41816709999999,41.81634903,661,1538508825982,1
460000095005571676,123.41816709999999,41.81634903,661,1538508943563,1
460000095005571676,123.41438290000002,41.81169891,62,1538509012161,1
460000095005571676,123.41438290000002,41.81169891,62,1538509039275,1
460000095005571676,123.41438290000002,41.81169891,62,1538509210080,1
460000095005571676,123.41438290000002,41.81169891,62,1538509390845,1
460000095005571676,123.417511,41.82001114,513,1538509454119,1
460000095005571676,123.41438290000002,41.81169891,62,1538509475473,1
460000095005571676,123.41438290000002,41.81169891,62,1538509475669,1
460000095005571676,123.41816709999999,41.81634903,661,1538509727960,1
460000095005571676,123.41816709999999,41.81634903,661,1538509754543,1
460000095005571676,123.41438290000002,41.81169891,62,1538509790224,1
460000095005571676,123.41438290000002,41.81169891,62,1538509834383,1
460000095005571676,123.417511,41.82001114,513,1538509983530,1
460000095005571676,123.41816709999999,41.81634903,661,1538510188775,1
460000095005571676,123.41816709999999,41.81634903,661,1538510243050,1
460000095005571676,123.4207916,41.81219864,332,1538510458913,1
460000095005571676,123.39129640000002,41.86468887,663,1538510992360,-1
460000095005571676,123.41816709999999,41.81634903,661,1538511239590,1
460000095005571676,123.41816709999999,41.81634903,661,1538511240406,1
460000095005571676,123.41816709999999,41.81634903,661,1538511263818,1
460000095005571676,123.41438290000002,41.81169891,62,1538511380681,1
460000095005571676,123.41816709999999,41.81634903,661,1538511443546,1
460000095005571676,123.41722109999999,41.8232193,87,1538533573368,2
460000095005571676,123.41816709999999,41.81634903,661,1538533679070,2
460000095005571676,123.41816709999999,41.81634903,661,1538533682533,2
460000095005571676,123.41816709999999,41.81634903,661,1538533718423,2
460000095005571676,123.41816709999999,41.81634903,661,1538533817690,2
460000095005571676,123.41816709999999,41.81634903,661,1538533964500,2
460000095005571676,123.417511,41.82001114,513,1538534005828,2
460000095005571676,123.417511,41.82001114,513,1538534023250,2
460000095005571676,123.41816709999999,41.81634903,661,1538534026812,2
460000095005571676,123.41816709999999,41.81634903,661,1538534169407,2
460000095005571676,123.41816709999999,41.81634903,661,1538534170974,2
460000095005571676,123.41816709999999,41.81634903,661,1538534277598,2
460000095005571676,123.41816709999999,41.81634903,661,1538534405582,2
460000095005571676,123.41816709999999,41.81634903,661,1538534493919,2
460000095005571676,123.41438290000002,41.81169891,62,1538534551201,2
460000095005571676,123.41699979999999,41.81206894,662,1538535096559,2
460000095005571676,123.41699979999999,41.81206894,662,1538535453129,2
460000095005571676,123.41699979999999,41.81206894,662,1538535627399,2
460000095005571676,123.41699979999999,41.81206894,662,1538536013057,2
460000095005571676,123.4131699,41.81354904,59,1538536586843,2
460000095005571676,123.41816709999999,41.81634903,661,1538536612950,2
460000095005571676,123.4131699,41.81354904,59,1538536667358,2
460000095005571676,123.4131699,41.81354904,59,1538536668748,2
460000095005571676,123.41816709999999,41.81634903,661,1538536691754,2
460000095005571676,123.41816709999999,41.81634903,661,1538536763507,2
460000095005571676,123.41699979999999,41.81206894,662,1538538436426,2
460000095005571676,123.41699979999999,41.81206894,662,1538539591878,2
460000095005571676,123.41699979999999,41.81206894,662,1538541248434,2
460000095005571676,123.41816709999999,41.81634903,661,1538546208932,3
460000095005571676,123.41217040000001,41.8152504,5,1538546227293,3
460000095005571676,123.4131699,41.81354904,59,1538546275230,3
460000095005571676,123.417511,41.82001114,513,1538546278305,3
460000095005571676,123.4207916,41.81219864,332,1538546300315,3
460000095005571676,123.41816709999999,41.81634903,661,1538546313214,3
460000095005571676,123.41816709999999,41.81634903,661,1538546385518,3
460000095005571676,123.41816709999999,41.81634903,661,1538546920182,3
460000095005571676,123.41438290000002,41.81169891,62,1538547000882,3
460000095005571676,123.41438290000002,41.81169891,62,1538547451414,3
460000095005571676,123.41816709999999,41.81634903,661,1538547618461,3
460000095005571676,123.41816709999999,41.81634903,661,1538548052212,3
460000095005571676,123.41816709999999,41.81634903,661,1538548936020,3
460000095005571676,123.41217040000001,41.8152504,5,1538549004585,3
460000095005571676,123.41816709999999,41.81634903,661,1538549279684,3
460000095005571676,123.41816709999999,41.81634903,661,1538550710802,3
460000095005571676,123.41667179999999,41.8102417,13,1538551142434,3
460000095005571676,123.41667179999999,41.8102417,13,1538551342935,3
460000095005571676,123.42195890000002,41.80764008,489,1538552610080,3
460000095005571676,123.42485049999999,41.80847931,89,1538552807531,3
460000095005571676,123.415947,41.82638931,85,1538554041201,3
460000095005571676,123.4166107,41.82537079,516,1538554144511,3
460000095005571676,123.4166107,41.82537079,516,1538554186723,3
460000095005571676,123.4166107,41.82537079,516,1538554309691,3
460000095005571676,123.4166107,41.82537079,516,1538554347493,3
460000095005571676,123.4166107,41.82537079,516,1538554392888,3
460000095005571676,123.4166107,41.82537079,516,1538554467501,3
460000095005571676,123.4217682,41.82440948,565,1538554912961,3
460000095005571676,123.4166107,41.82537079,516,1538555513467,3
460000095005571676,123.4166107,41.82537079,516,1538555597727,3
460000095005571676,123.4132919,41.82429123,68,1538556176378,3
460000095005571676,123.4217682,41.82440948,565,1538556259513,3
460000095005571676,123.4132919,41.82429123,68,1538557011269,3
460000095005571676,123.4132919,41.82429123,68,1538558422752,3
460000095005571676,123.4166107,41.82537079,516,1538559081219,3
460000095005571676,123.4166107,41.82537079,516,1538559100523,3
460000095005571676,123.41722109999999,41.8232193,87,1538559100583,3
460000095005571676,123.41722109999999,41.8232193,87,1538559104231,3
460000095005571676,123.4166107,41.82537079,516,1538559120218,3
460000095005571676,123.41722109999999,41.8232193,87,1538559152773,3
460000095005571676,123.41722109999999,41.8232193,87,1538559158070,3
460000095005571676,123.4166107,41.82537079,516,1538559192822,3
460000095005571676,123.4132919,41.82429123,68,1538559197151,3
460000095005571676,123.4132919,41.82429123,68,1538559410575,3
460000095005571676,123.4132919,41.82429123,68,1538559415043,3
460000095005571676,123.4132919,41.82429123,68,1538559417362,3
460000095005571676,123.4132919,41.82429123,68,1538559432407,3
460000095005571676,123.4166107,41.82537079,516,1538559481046,3
460000095005571676,123.4217682,41.82440948,565,1538559589523,3
460000095005571676,123.415947,41.82638931,85,1538559755651,3
460000095005571676,123.4166107,41.82537079,516,1538559844298,3
460000095005571676,123.4132919,41.82429123,68,1538559845044,3
460000095005571676,123.4166107,41.82537079,516,1538559882172,3
460000095005571676,123.4132919,41.82429123,68,1538560013928,3
460000095005571676,123.4132919,41.82429123,68,1538560182901,3
460000095005571676,123.4217682,41.82440948,565,1538560296591,3
460000095005571676,123.4217682,41.82440948,565,1538560307720,3
460000095005571676,123.4166107,41.82537079,516,1538560309062,3
460000095005571676,123.4217682,41.82440948,565,1538560448667,3
460000095005571676,123.4132919,41.82429123,68,1538560517320,3
460000095005571676,123.415947,41.82638931,85,1538560528112,3
460000095005571676,123.415947,41.82638931,85,1538560534635,3
460000095005571676,123.4166107,41.82537079,516,1538560569148,3
460000095005571676,123.4217682,41.82440948,565,1538560626906,3
460000095005571676,123.4166107,41.82537079,516,1538560898388,3
460000095005571676,123.4166107,41.82537079,516,1538560938637,3
460000095005571676,123.4166107,41.82537079,516,1538561199131,3
460000095005571676,123.4166107,41.82537079,516,1538561321067,3
460000095005571676,123.4166107,41.82537079,516,1538561338893,3
460000095005571676,123.415947,41.82638931,85,1538561612729,3
460000095005571676,123.4217682,41.82440948,565,1538561755851,3
460000095005571676,123.42086029999999,41.81906128,317,1538562031674,3
460000095005571676,123.41667179999999,41.8102417,13,1538562434586,3
460000095005571676,123.41667179999999,41.8102417,13,1538562563279,3
460000095005571676,123.41667179999999,41.8102417,13,1538562626311,3
460000095005571676,123.41667179999999,41.8102417,13,1538562792596,3
460000095005571676,123.41667179999999,41.8102417,13,1538563160016,3
460000095005571676,123.41667179999999,41.8102417,13,1538564008236,3
460000095005571676,123.41667179999999,41.8102417,13,1538564872726,3
460000095005571676,123.41667179999999,41.8102417,13,1538565354415,3
460000095005571676,123.41667179999999,41.8102417,13,1538568040415,4
460000095005571676,123.41667179999999,41.8102417,13,1538568846933,4
460000095005571676,123.41667179999999,41.8102417,13,1538568986937,4
460000095005571676,123.41667179999999,41.8102417,13,1538569246551,4
460000095005571676,123.41667179999999,41.8102417,13,1538569527979,4
460000095005571676,123.41667179999999,41.8102417,13,1538570016939,4
460000095005571676,123.41667179999999,41.8102417,13,1538571132933,4
460000095005571676,123.41667179999999,41.8102417,13,1538571261945,4
460000095005571676,123.41667179999999,41.8102417,13,1538572022408,4
460000095005571676,123.41667179999999,41.8102417,13,1538572031681,4
460000095005571676,123.41667179999999,41.8102417,13,1538574105291,5
460000095005571676,123.41667179999999,41.8102417,13,1538574705601,5
460000095005571676,123.41667179999999,41.8102417,13,1538575916461,5
460000095005571676,123.41667179999999,41.8102417,13,1538575976670,5
460000095005571676,123.41667179999999,41.8102417,13,1538576006141,5
460000095005571676,123.41667179999999,41.8102417,13,1538576534698,5
460000095005571676,123.41667179999999,41.8102417,13,1538577115015,5
460000095005571676,123.4117813,41.80295181,349,1538578642309,5
460000095005571676,123.4117813,41.80295181,349,1538579163656,5
460000095005571676,123.41426090000002,41.80113983,207,1538579510130,5
460000095005571676,123.4117813,41.80295181,349,1538580122310,5
460000095005571676,123.4117813,41.80295181,349,1538580812883,5
460000095005571676,123.4117813,41.80295181,349,1538580828763,5
460000095005571676,123.4117813,41.80295181,349,1538581568303,5
460000095005571676,123.4117813,41.80295181,349,1538581742306,5
460000095007329090,123.41596979999998,41.80778122,0,1538496291244,-1
460000095007329090,123.41596979999998,41.80778122,0,1538496435651,-1
460000095007329090,123.41596979999998,41.80778122,0,1538498482636,1
460000095007329090,123.41596979999998,41.80778122,0,1538498599185,1
460000095007329090,123.41596979999998,41.80778122,0,1538498939594,1
460000095007329090,123.411911,41.81045914,6,1538498982010,1
460000095007329090,123.41596979999998,41.80778122,0,1538501287191,-1
460000095007329090,123.41596979999998,41.80778122,0,1538502547368,-1
460000095007329090,123.41596979999998,41.80778122,0,1538511911031,-1
460000095007329090,123.41596979999998,41.80778122,0,1538511930001,-1
460000095007329090,123.41596979999998,41.80778122,0,1538515124356,-1
460000095007329090,123.41596979999998,41.80778122,0,1538520038702,-1
460000095007329090,123.41596979999998,41.80778122,0,1538521429415,-1
460000095007329090,123.41596979999998,41.80778122,0,1538523400725,2
460000095007329090,123.41667179999999,41.8102417,13,1538523581221,2
460000095007329090,123.43202209999998,41.80392075,11,1538524272084,2
460000095007329090,123.4372406,41.799678799999995,3,1538524428004,2
460000095007329090,123.4421463,41.80107879999999,7,1538524497924,2
460000095007329090,123.4372406,41.799678799999995,3,1538524523725,2
460000095007329090,123.4396362,41.80488968,1,1538524862921,2
460000095007329090,123.4396362,41.80488968,1,1538524967074,2
460000095007329090,123.4396362,41.80488968,1,1538525150820,2
460000095007329090,123.4396362,41.80488968,1,1538525252589,2
460000095007329090,123.4396362,41.80488968,1,1538525870376,2
460000095007329090,123.4396362,41.80488968,1,1538526105074,2
460000095007329090,123.4396362,41.80488968,1,1538526153986,2
460000095007329090,123.4396362,41.80488968,1,1538526638303,2
460000095007329090,123.4396362,41.80488968,1,1538526826182,2
460000095007329090,123.4396362,41.80488968,1,1538527143173,2
460000095007329090,123.4396362,41.80488968,1,1538527910445,2
460000095007329090,123.4396362,41.80488968,1,1538527924038,2
460000095007329090,123.4396362,41.80488968,1,1538528374095,2
460000095007329090,123.4396362,41.80488968,1,1538530014006,2
460000095007329090,123.4396362,41.80488968,1,1538530172418,2
460000095007329090,123.4396362,41.80488968,1,1538530586898,2
460000095007329090,123.4359436,41.80569839,8,1538531216403,2
460000095007329090,123.43125149999999,41.80846024,2,1538531693114,2
460000095007329090,123.43125149999999,41.80846024,2,1538539463036,-1
460000095007329090,123.43125149999999,41.80846024,2,1538544930607,-1
460000095007329090,123.43125149999999,41.80846024,2,1538546115281,-1
460000095007329090,123.43125149999999,41.80846024,2,1538553061083,-1
460000095007329090,123.43125149999999,41.80846024,2,1538564226001,3
460000095007329090,123.43441770000001,41.81195831,4,1538565896389,3
460000095007329090,123.43441770000001,41.81195831,4,1538566688867,3
460000095007329090,123.43441770000001,41.81195831,4,1538567896517,3
460000095007329090,123.43441770000001,41.81195831,4,1538569125656,3
460000095007329090,123.43441770000001,41.81195831,4,1538569369628,3
460000095007329090,123.42620090000001,41.81328964,12,1538569862889,3
460000095007329090,123.4290314,41.81130981,9,1538569921403,3
460000095007329090,123.4290314,41.81130981,9,1538570030488,3
460000095007329090,123.4290314,41.81130981,9,1538570275235,3
460000095007329090,123.41217040000001,41.8152504,5,1538570611983,3
460000095007329090,123.41217040000001,41.8152504,5,1538570726161,3
460000095007329090,123.41596979999998,41.80778122,0,1538571934976,3
460000095007329090,123.41596979999998,41.80778122,0,1538571972888,3
460000095007329090,123.41596979999998,41.80778122,0,1538575066000,4
460000095007329090,123.41596979999998,41.80778122,0,1538575863678,4
460000095007329090,123.411911,41.81045914,6,1538575888250,4
460000095007329090,123.411911,41.81045914,6,1538576395802,4
460000095007329090,123.41596979999998,41.80778122,0,1538578553370,5
460000095007329090,123.41596979999998,41.80778122,0,1538578877783,5
460000095007329090,123.41596979999998,41.80778122,0,1538579072410,5
460000095007329090,123.41596979999998,41.80778122,0,1538580055761,5
460000095007329090,123.41596979999998,41.80778122,0,1538580137353,5
460000095007329090,123.41596979999998,41.80778122,0,1538580397499,5
460000095007329090,123.41596979999998,41.80778122,0,1538580445430,5
460000095007329090,123.41596979999998,41.80778122,0,1538580957583,5
460000095007329090,123.41596979999998,41.80778122,0,1538580974315,5
460000095007329090,123.4128571,41.80469894,10,1538581892720,5
460000095007687263,123.39877320000001,41.65663147,116,1538496112893,-1
460000095007687263,123.39877320000001,41.65663147,116,1538496540474,-1
460000095007687263,123.39877320000001,41.65663147,116,1538500135356,-1
460000095007687263,123.39877320000001,41.65663147,116,1538501322885,-1
460000095007687263,123.39877320000001,41.65663147,116,1538504829760,-1
460000095007687263,123.39877320000001,41.65663147,116,1538507175367,-1
460000095007687263,123.39877320000001,41.65663147,116,1538509522235,-1
460000095007687263,123.39877320000001,41.65663147,116,1538513053759,1
460000095007687263,123.39877320000001,41.65663147,116,1538514095391,1
460000095007687263,123.39877320000001,41.65663147,116,1538514986551,1
460000095007687263,123.39877320000001,41.65663147,116,1538515400027,1
460000095007687263,123.39877320000001,41.65663147,116,1538516019132,1
460000095007687263,123.39877320000001,41.65663147,116,1538516032891,1
460000095007687263,123.39877320000001,41.65663147,116,1538516586887,1
460000095007687263,123.39877320000001,41.65663147,116,1538517184671,1
460000095007687263,123.39877320000001,41.65663147,116,1538518333791,1
460000095007687263,123.39877320000001,41.65663147,116,1538523447996,-1
460000095007687263,123.39877320000001,41.65663147,116,1538524046885,-1
460000095007687263,123.39877320000001,41.65663147,116,1538526381755,-1
460000095007687263,123.39877320000001,41.65663147,116,1538529721771,2
460000095007687263,123.39877320000001,41.65663147,116,1538529788281,2
460000095007687263,123.39877320000001,41.65663147,116,1538530880957,2
460000095007687263,123.39877320000001,41.65663147,116,1538533159366,-1
460000095007687263,123.39877320000001,41.65663147,116,1538534542899,-1
460000095007687263,123.39877320000001,41.65663147,116,1538537930560,-1
460000095007687263,123.39877320000001,41.65663147,116,1538540190390,-1
460000095007687263,123.39569850000001,41.66041946,134,1538543929467,-1
460000095007687263,123.39877320000001,41.65663147,116,1538543996674,-1
460000095007687263,123.39877320000001,41.65663147,116,1538546286389,3
460000095007687263,123.39877320000001,41.65663147,116,1538546990336,3
460000095007687263,123.39877320000001,41.65663147,116,1538547092383,3
460000095007687263,123.3872604,41.68149948,117,1538547514780,3
460000095007687263,123.4100418,41.71696854,127,1538547748963,4
460000095007687263,123.4054337,41.73435974,120,1538547999575,4
460000095007687263,123.4054337,41.73435974,120,1538548003035,4
460000095007687263,123.4003372,41.748909000000005,126,1538548245660,4
460000095007687263,123.3922501,41.76182175,118,1538548442424,4
460000095007687263,123.3636017,41.76478958,135,1538548571871,4
460000095007687263,123.3297577,41.79167938,121,1538548806946,-1
460000095007687263,123.341301,41.83958817,129,1538550927375,-1
460000095007687263,123.341301,41.83958817,129,1538550992296,-1
460000095007687263,123.34158329999998,41.83486938,133,1538559460793,-1
460000095007687263,123.33554840000002,41.82492065,122,1538559545803,-1
460000095007687263,123.29720309999999,41.79404068,115,1538560110761,5
460000095007687263,123.29720309999999,41.79404068,115,1538560230178,5
460000095007687263,123.29720309999999,41.79404068,115,1538560456725,5
460000095007687263,123.29720309999999,41.79404068,115,1538561191508,5
460000095007687263,123.29720309999999,41.79404068,115,1538562662083,5
460000095007687263,123.29720309999999,41.79404068,115,1538563479322,5
460000095007687263,123.29720309999999,41.79404068,115,1538564938909,5
460000095007687263,123.29720309999999,41.79404068,115,1538564969616,5
460000095007687263,123.29720309999999,41.79404068,115,1538566152246,5
460000095007687263,123.29720309999999,41.79404068,115,1538566169426,5
460000095007687263,123.29720309999999,41.79404068,115,1538567861791,5
460000095007687263,123.29720309999999,41.79404068,115,1538568068612,5
460000095007687263,123.3013992,41.79296112,114,1538568264901,5
460000095007687263,123.30883030000001,41.794849400000004,128,1538568285163,5
460000095007687263,123.31198119999999,41.79444885,124,1538568458237,5
460000095007687263,123.41198729999999,41.8078804,56,1538570214081,6
460000095007687263,123.40872959999999,41.80886078,43,1538570902447,6
460000095007687263,123.40872959999999,41.80886078,43,1538571481282,6
460000095007687263,123.40872959999999,41.80886078,43,1538571770213,6
460000095007687263,123.40872959999999,41.80886078,43,1538572680209,6
460000095007687263,123.40872959999999,41.80886078,43,1538573650449,6
460000095007687263,123.40872959999999,41.80886078,43,1538573750756,6
460000095007687263,123.40872959999999,41.80886078,43,1538575925651,7
460000095007687263,123.40872959999999,41.80886078,43,1538576614215,7
460000095007687263,123.40872959999999,41.80886078,43,1538576858592,7
460000095007687263,123.40872959999999,41.80886078,43,1538577056214,7
460000095007687263,123.40872959999999,41.80886078,43,1538577206721,7
460000095007687263,123.40872959999999,41.80886078,43,1538577241314,7
460000095007687263,123.40872959999999,41.80886078,43,1538578240216,7
460000095007687263,123.40872959999999,41.80886078,43,1538578759371,7
460000095007687263,123.40872959999999,41.80886078,43,1538578836334,7
460000095007687263,123.40872959999999,41.80886078,43,1538578908446,7
460000095007687263,123.40872959999999,41.80886078,43,1538579257834,7
460000095007687263,123.4106903,41.80588913,131,1538580130279,7
460000095007687263,123.4041824,41.78815842,130,1538580602334,7
460000095007687263,123.39682009999999,41.77841949,119,1538580746508,7
460000095007687263,123.3975372,41.7638588,123,1538580985858,7
460000095007687263,123.40747830000001,41.71160889,125,1538581516324,-1
460000095007687263,123.38263700000002,41.67253876,132,1538581939300,-1
460000095009768355,123.411911,41.81045914,6,1538519845575,-1
460000095009768355,123.411911,41.81045914,6,1538527132621,-1
460000095009768355,123.411911,41.81045914,6,1538535351406,1
460000095009768355,123.411911,41.81045914,6,1538535383835,1
460000095009768355,123.41800690000001,41.809619899999994,676,1538535685530,1
460000095009768355,123.42254640000002,41.80387115,435,1538535859019,1
460000095009768355,123.41519170000001,41.79349136,51,1538536115356,1
460000095009768355,123.41181950000001,41.79265976,46,1538536155227,1
460000095009768355,123.4181137,41.79104996,288,1538536207852,1
460000095009768355,123.4120865,41.78800964,441,1538536491866,1
460000095009768355,123.4120865,41.78800964,441,1538536505674,1
460000095009768355,123.4165497,41.788360600000004,665,1538536867028,1
460000095009768355,123.4165497,41.788360600000004,665,1538537117034,1
460000095009768355,123.4165497,41.788360600000004,665,1538537535025,1
460000095009768355,123.4120865,41.78800964,441,1538538014658,1
460000095009768355,123.4212189,41.79726028,666,1538538647382,1
460000095009768355,123.42254640000002,41.80387115,435,1538538821057,1
460000095009768355,123.41542050000001,41.80363083,253,1538538971008,1
460000095009768355,123.4128571,41.80469894,10,1538538993039,1
460000095009768355,123.4106903,41.80588913,131,1538539090382,1
460000095009768355,123.411911,41.81045914,6,1538539654079,1
460000095009768355,123.411911,41.81045914,6,1538540008106,1
460000095009768355,123.411911,41.81045914,6,1538540047821,1
460000095009768355,123.41198729999999,41.8078804,56,1538541679508,1
460000095009768355,123.4106903,41.80588913,131,1538542020275,1
460000095009768355,123.4106903,41.80588913,131,1538542311846,1
460000095009768355,123.4102478,41.80656052,667,1538542734975,1
460000095009768355,123.4102478,41.80656052,667,1538542758961,1
460000095009768355,123.4102478,41.80656052,667,1538542870964,1
460000095009768355,123.4102478,41.80656052,667,1538542980963,1
460000095009768355,123.4106903,41.80588913,131,1538543823175,1
460000095009768355,123.4106903,41.80588913,131,1538545235748,1
460000095009768355,123.40872959999999,41.80886078,43,1538545420318,1
460000095009768355,123.40872959999999,41.80886078,43,1538545617137,1
460000095009768355,123.4106903,41.80588913,131,1538545851845,1
460000095009768355,123.4106903,41.80588913,131,1538545929382,1
460000095009768355,123.4106903,41.80588913,131,1538545929409,1
460000095009768355,123.4106903,41.80588913,131,1538546286489,1
